it_id	italian	nl_id	dutch
4960106	Qual è il prezzo di questo cappello?	5158907	Hoeveel kost deze hoed?
3964486	Ogni religione proibisce l'omicidio.	7523997	Elke religie verbiedt moord.
5539322	Fece cadere la salsiccia a terra.	11593012	Hij liet de worst op de grond vallen.
10146028	Mostrami la tua casa.	11135545	Laat me je huis zien.
634309	Non volevo che questo accadesse.	380284	Ik wilde niet dat dit zou gebeuren.
6788142	Dio è ovunque.	12160802	God is overal.
541873	Ho due fratelli e una sorella.	541880	Ik heb twee broers en één zus.
2516139	Il limone è giallo.	7770052	De citroen is geel.
826987	Com'è gentile!	814055	Wat aardig van u!
6058696	È molto meticoloso riguardo a tutto.	6059909	Hij is erg secuur met alles.
6706558	Tom era molto arrabbiato con me.	7849955	Tom was erg boos op me.
4173024	Ci stanno aspettando.	3522002	Zij wachten op ons.
5766918	La tastiera svizzera non ha la lettera ß.	11305342	Het Zwitserse toetsenbord heeft geen letter ß.
11345055	La metropolitana va all'aeroporto?	11349589	Gaat de metro naar de vlieghaven?
7768025	La Germania è stata eliminata dalla Corea del Sud.	7768082	Duitsland werd uitgeschakeld door Zuid-Korea.
4266458	Cosa ti motiva?	9259752	Wat motiveert je?
3811441	Tom non ha un conto in banca.	6813011	Tom heeft geen bankrekening.
1671750	Il diaframma è un muscolo.	10049127	Het middenrif is een spier.
3956386	Quando è stata l'ultima volta che hai mangiato della paella?	7797282	Wanneer hebben jullie voor het laatst paella gegeten?
5071187	L'astronomia è la scienza dei corpi celesti.	3959056	Astronomie is de wetenschap van hemellichamen.
373872	Ho fatto un errore.	389188	Ik heb een fout gemaakt.
780900	Siamo stati a Parigi.	1368869	We zijn in Parijs geweest.
4523799	Bravissimo!	4144220	Goed zo!
4292146	Nessuno vuole lavorare all'aperto in una giornata fredda.	683587	Niemand wil buiten werken op een koude dag.
7031731	Florence si chiama Firenze in italiano.	7906524	"Florence wordt ""Firenze"" genoemd in het Italiaans."
1105375	Non aggiungi dello zucchero?	8194898	Doe je er geen suiker bij?
1354474	Volevo noleggiare un pullman.	1354477	Ik wilde een touringcar huren.
6471686	Avevamo bisogno di aiuto.	7798983	We hadden hulp nodig.
6063252	Lo considerammo.	6080330	We hebben het overwogen.
9929997	Il governo vuole evitare il panico.	11214930	De regering wil paniek vermijden.
4516237	Tom non è uno studente.	5460522	Tom is geen student.
908667	Ho continuato a dormire perché la sveglia non ha suonato.	768357	Ik ben blijven slapen want mijn wekker ging niet af.
1081581	Mia madre ha fatto riparare il mio orologio.	4351941	Mijn moeder heeft mijn horloge laten herstellen.
373523	Tom è uno studente.	7814330	Tom is een student.
1141560	Vai senza pensarci due volte!	4458694	Ga zonder twijfel!
6396518	Tom era sempre più confuso.	8490124	Tom raakte steeds meer in de war.
4639	Sono riuscito a entrare.	813752	Het is mij gelukt om binnen te komen.
726380	La casa ha un giardino?	2824928	Heeft het huis een tuin?
5944974	Rispetto!	8113455	Respect!
1101615	La mia casa è vicina al supermercato.	1923266	Mijn huis staat dicht bij de supermarkt.
1820739	La fermata dell'autobus è dall'altro lato della strada.	699822	De bushalte is aan de overkant van de straat.
1536187	Ho un francobollo molto vecchio.	1547882	Ik heb een erg oude postzegel.
1307470	Non è malato.	1307450	Hij is niet ziek.
3883931	"Il Lussemburgo si chiama ""Luxemburg"" in tedesco."	7323231	"Luxemburg wordt ""Luxemburg"" in het Duits genoemd."
7607602	Non va a fare amicizie in Romania?	9690297	Gaat u geen vrienden maken in Roemenië?
3433135	Buffone!	7532957	Clown!
2800891	Non hai proprio soldi?	2129390	Heb je geen geld?
6536814	Tom è un attivista.	6626568	Tom is een activist.
1141755	Voglio imparare a ballare.	6776281	Ik wil leren dansen.
11800576	"Che giorno è oggi? ""Mercoledì."""	11800583	"Welke dag is het vandaag? ""Woensdag."""
5151865	Tom non ha allergie.	8773027	Tom heeft geen allergieën.
6442696	Boston è da dove vengo.	7451270	Boston is waar ik vandaan kom.
9858006	Tom è un ragazzo stupido.	10969128	Tom is een domme jongen.
1055210	Dov'è situata la cattedrale?	9489191	Waar staat de kathedraal?
1083446	Datemi qualcosa da bere.	3173233	Geef me iets te drinken.
3220617	Abbiamo bevuto un po' di vino.	7459803	We dronken wat wijn.
753077	Non lasciate la porta aperta.	734619	Laat de deur niet open.
5283813	È qui.	11551583	Hij is er.
2885588	Posso vedere?	7833076	Kan ik zien?
5869839	Tom quando andrà a Boston?	8537877	Wanneer gaat Tom naar Boston?
836562	Gli piacciono le arance.	861699	Hij houdt van appelsienen.
2411986	Mike ha chiamato il suo cane Spike.	378016	Mike heeft zijn hond Spike genoemd.
4575580	Viviamo qui.	6737017	We leven hier.
2686843	Tu tiri su la coperta.	2686846	Je trekt de deken op.
3429124	Il server non funziona.	3430059	De server werkt niet.
3796867	Non sapevano fosse minorenne.	11851452	Ze wisten niet dat zij minderjarig was.
3838756	Questa era la sedia di Tom.	8547743	Dit was Toms stoel.
3315748	Tom non sembra particolarmente preoccupato.	8221845	Tom lijkt niet echt bezorgd.
3758518	In Giappone tutti i bambini vanno a scuola.	846595	Alle kinderen gaan naar school in Japan.
607364	Ciao!	537889	Hoi.
5483030	Tom è il nipote di Mary.	4559233	Tom is Maria's kleinzoon.
2803654	Natale viene pochi giorni prima di Capodanno.	9492069	Kerstmis komt een paar dagen voor Nieuwjaar.
384466	Il mio piede sinistro si è addormentato.	384443	Mijn linkervoet slaapt.
2233799	Il lavoro non è ancora finito.	12770931	Het werk is nog niet af.
11572128	Cosa significa virtù per te?	11572137	Wat betekent deugd voor jou?
381830	Sono un uomo soddisfatto!	381958	Ik ben een gelukkig mens!
12152656	Ho dato un'occhiata al giornale.	12156019	Ik heb een blik op de krant geworpen.
2691065	Quale strada hai seguito?	2691069	Welke straat heeft u gevolgd?
3816072	Tom vuole dell'acqua.	11898285	Tom wil water.
7431636	Tiro fuori la salsiccia.	10649632	Ik haal de worst uit.
2609043	Tom sa parlare.	7729956	Tom kan spreken.
8471359	Leggo tutto.	8584667	Ik lees alles.
3476046	Che lingua si parla in Egitto?	657438	Welke taal spreekt men in Egypte?
1177712	Tom ha molte amiche.	3346884	Tom heeft veel vriendinnen.
11760601	Parlo un po' di ungherese.	12220696	Ik spreek een beetje Hongaars.
6982752	Tom sta mangiando una pera.	7681197	Tom is een peer aan het eten.
7361361	Solitamente ci sono dei taxi di fronte alla stazione dei treni.	4177686	Meestal staan er taxi's voor het station.
2702726	Tom sentiva freddo.	7680466	Tom had het koud.
11333917	Qual è l'essere supremo?	11333960	Wat is het opperwezen?
1005816	Guarda dove metti i piedi.	4568205	Kijk uit waar je loopt.
7208387	Non ricordo cosa volevo.	12321802	Ik weet niet meer wat ik wou.
3777418	Era la volontà di Dio.	3777415	Dat was Gods wil.
2190648	Tom è impressionato.	7487411	Tom is onder de indruk.
1980104	Sono gay.	7323751	Zij zijn gay.
2604928	È maleducato.	8544191	Hij is onbeleefd.
1602735	Questo è l'appartamento di Tom.	1478138	Dit is Toms flat.
1353266	Mario è un cittadino italiano.	1544797	Mario is Italiaans staatsburger.
3461004	Emily ha un dizionario?	2657401	Heeft Emily een woordenboek?
6570496	Io e Tom abbiamo deciso di non andare a Boston per Natale.	9492890	Tom en ik hebben besloten om met kerst niet naar Boston te gaan.
373701	Arrivo da te fra un'ora.	377305	Over een uur kom ik bij je.
1405195	Finalmente sta nevicando!	8112719	Eindelijk sneeuwt het!
5578269	Ciao, sono Tom.	9776131	Hallo, ik ben Tom.
2515044	Lei è la regina dei pirati.	7344471	Zij is de piratenkoningin.
1765090	I fatti contano più delle parole.	381314	Daden spreken luider dan woorden.
4269191	Abbiamo tutto.	7562535	We hebben alles.
884298	Non tutti quelli che abitano qui sono ricchi.	379288	Niet iedereen die hier woont, is rijk.
6363443	Devo sostituire la mia tastiera con una nuova.	699593	Ik moet mijn toetsenbord vervangen door een nieuw.
538988	Il cacao può essere molto amaro.	1916580	Cacao kan heel bitter zijn.
5500081	Dopodomani è martedì.	6179289	Overmorgen is het dinsdag.
399289	Non capisco perché la Germania ha vinto l'Eurovision.	399248	Ik snap niet waarom Duitsland het Eurovisiesongfestival gewonnen heeft.
425889	Era a Hokkaido l'anno scorso?	448485	Was hij het afgelopen jaar in Hokkaido?
1559396	Nick non deve venire nel mio ufficio.	1124688	Nick moet niet naar mijn bureau komen.
2552771	Tom non sa che ora è.	3645072	Tom weet niet hoe laat het is.
4745707	Dov'è mio marito?	8466499	Waar is mijn man?
409644	Solamente il sedici per cento dei professori di questa scuola sono delle donne.	419357	Slechts zestien procent van de leraren van deze school is vrouwelijk.
4203687	Mary ha un anello.	11086820	Maria heeft een ring.
2704887	Tom è ingrassato.	8700854	Tom werd dikker.
1513675	Mi sono scocciato di chattare con te!	4121828	Ik heb er genoeg van met jou te praten!
1366817	Il mio hobby è ascoltare musica.	726522	Mijn hobby is muziek beluisteren.
5412320	Tom è di sopra con i bambini.	10146792	Tom is boven met de kinderen.
1482136	Questo è il tuo colore!	8934334	Dat is jouw kleur!
621136	Ha bevuto tre bottiglie di birra.	818471	Hij dronk drie flessen bier.
637218	Non conosco il suo nome.	723082	Ik ken zijn naam niet.
7776672	Dimmi perché Tom era assente.	10205641	Zeg me waarom Tom afwezig was.
3633842	Tom è un vero cowboy.	3687798	Tom is een echte cowboy.
3860794	La foresta sta bruciando.	5490228	Het bos brandt.
1015652	I cavalli sono animali utili.	379365	Paarden zijn nuttige dieren.
3542083	I sogni di Tom si avverarono.	1478137	Toms dromen kwamen uit.
373890	Pensa prima di parlare.	462257	Denk voor je spreekt.
6444204	Tom ti pagherà.	7990479	Tom zal je betalen.
2697145	Tom ha contattato Mary.	7814133	Tom nam contact op met Maria.
715217	Che teatro è quello?	6812928	Welk theater is dat?
996112	Ho una domanda stupida.	608899	Ik heb een domme vraag.
978803	Quando vide sua madre, la ragazza scoppiò a piangere.	711812	Toen ze haar moeder zag, begon het meisje te wenen.
5020082	Dov'è il mio orsetto?	9778843	Waar is mijn beertje?
10311316	Il dieci per cento della popolazione non lavora.	12405452	Tien procent van de bevolking werkt niet.
7141394	A Sami piacciono le mele rosse.	8442872	Sami houdt van rode appels.
3343564	Oggi è piuttosto freddo, ma penso che domani farà abbastanza caldo.	2824586	Het is vandaag nogal koud, maar ik denk dat het morgen vrij warm zal zijn.
11577857	Mia nonna era una donna saggia.	11577864	Mijn oma was een wijze vrouw.
3291198	Ha visitato la Francia tre volte.	717722	Hij heeft driemaal Frankrijk bezocht.
701156	Questa conversazione sta venendo registrata.	5275592	Dit gesprek wordt opgenomen.
409656	Questa piscina è aperta regolarmente al pubblico.	413292	Dit zwembad is geopend voor het publiek.
6445055	Quanto zucchero ha comprato?	8364007	Hoeveel suiker hebt u gekocht?
3831493	La tua onestà è rinfrescante.	8408678	Je eerlijkheid is verfrissend.
2523768	C'è un'altra possibilità.	9350935	Er is een andere mogelijkheid.
996052	Non c'è fumo senza fuoco.	657122	Er is geen rook zonder vuur.
5712020	La odiavano.	6712169	Ze haatten haar.
2686430	Questa è l'amica a cui ho dato la chiave.	2686434	Dit is de vriendin aan wie ik de sleutel gaf.
715131	Ripassami la palla.	627731	Gooi de bal terug naar mij.
7728868	Tom è il mio vicino.	9209569	Tom is mijn buurman.
380655	Non sono un dottore, ma un insegnante.	697120	Ik ben geen dokter, maar leraar.
374571	L'inglese non è facile, ma è interessante.	396031	Engels is niet eenvoudig, maar het is interessant.
1999781	Tom è il mio eroe.	8625153	Tom is mijn held.
3853705	123456 è una password usata di frequente.	4457010	„123456” is een dikwijls gebruikt wachtwoord.
2742760	Tom è un ex membro dell'FBI.	7052943	Tom was bij de FBI.
8006053	Le vostre vite sono in pericolo.	9589677	Jullie levens zijn in gevaar.
2400986	Ha sempre tempo al pomeriggio.	4838693	's Middags heeft ze altijd tijd.
2676831	Nessuno mi capiva.	2676837	Niemand begreep mij.
3784742	A loro piacciono le arance?	4278370	Houden zij van sinaasappels?
1664501	Mary sta masticando qualcosa.	10048949	Maria kauwt wat.
621766	Puoi avere questo libro gratis.	377395	Je mag dit boek gratis hebben.
676995	Abita a Kyoto.	419181	Hij woont in Kioto.
375018	Il Giappone è un paese ricco.	560798	Japan is een rijk land.
6705204	Il museo è aperto oggi?	7532996	Is het museum vandaag open?
5573516	"Tu sai come dicono: ""Chi semina, raccoglie"". Io ho seminato vento, ed ecco la tempesta."	382084	Jullie kennen de uitdrukking, dat we oogsten wat we zaaien. Ik heb de wind gezaaid en hier is mijn storm.
848891	Il latino è la lingua del futuro!	765934	Latijn is de taal van de toekomst!
335152	Sono d'accordo.	821259	Ik ben het ermee eens.
1490145	Adoro i film.	1490247	Ik houd van films.
1000580	È già martedì?	1575805	Is het al dinsdag?
1800910	Dove sono i genitori?	7303693	Waar zijn de ouders?
929856	Questo libro è interessante come quel libro.	676620	Dit boek is even interessant als dat boek.
8225755	Metti un po' di carta nella fotocopiatrice.	11537900	Stop wat papier in het kopieerapparaat.
5481361	Parlate più piano, per favore.	7344402	Spreekt u alstublieft langzamer!
341629	Perché non gli portiamo una bottiglia di vino?	764502	Waarom brengen we hem geen fles wijn?
377152	Mia madre è sempre occupata.	798297	Mijn moeder is altijd bezig.
2010117	La sua pelle era calda.	8234518	Zijn huid was warm.
4582832	Ciao! Buongiorno!	1371084	Hallo! Goedemorgen!
374470	Grazie per oggi.	7814166	Bedankt voor vandaag.
374398	Per favore, pensaci.	377794	Denk er eens over na als je wil.
10989447	Il nostro cane è molto grande.	10989676	Onze hond is erg groot.
379879	Nuoto tutti i giorni.	626216	Ik zwem elke dag.
3079096	Qualcosa sta cambiando.	4463790	Iets is aan het veranderen.
6205343	Dormono in città.	7681819	Ze slapen in de stad.
376695	La vita non è una scienza esatta, è un'arte.	4274019	Het leven is geen exacte wetenschap. Het is een kunst.
5164751	Che lingue parlano in Belgio?	9151575	Welke talen spreken ze in België?
2575557	Tu piaci a Tom.	7898388	Tom vindt jou leuk.
4431695	Ci guardavano tutti.	12316193	Iedereen keek naar ons.
3891901	Arnold Schwarzenegger parla ancora il tedesco?	4506568	Spreekt Arnold Schwarzenegger nog steeds Duits?
845723	L'uomo degno di compassione ha il cuore infranto.	418584	De arme man heeft een gebroken hart.
837809	Io lo chiamo Mike.	823084	Ik noem hem Mike.
2188733	Helen sta giocando nel giardino.	658237	Helen speelt in de tuin.
989697	Certi animali stanno scomparendo velocemente.	377369	Bepaalde diersoorten zijn snel aan het verdwijnen.
3838125	Tom sta dormendo?	8101383	Slaapt Tom?
350990	Quello non succederà.	378770	Dat zal niet gebeuren.
8220768	Dubito che Tom sarà il primo.	8228042	Ik betwijfel dat Tom de eerste zal zijn.
374034	Non resterò qui a lungo.	377500	Ik blijf hier niet lang.
5061881	È chiaramente inevitabile.	8556717	Dat is duidelijk onvermijdbaar.
3867748	Tom ha litigato con Mary riguardo ai soldi.	5026895	Tom ruziede met Mary over geld.
2159787	Voliamo a Los Angeles domani.	5043081	We vliegen morgen naar Los Angeles.
374432	È a Tokyo.	443919	Hij is in Tokio.
995511	Parigi è la più bella città del mondo.	4275098	Parijs is de mooiste stad van de wereld.
5703818	Penso che comprerò questo paio di scarpe.	4249378	Ik denk dat ik dat paar schoenen zal kopen.
1443395	Ho letto che il presidente del Brasile è una donna. Si chiama Dilma.	1443422	Ik las dat de president van Brazilië een vrouw is. Ze heet Dilma.
388158	Lui è puntuale.	8699326	Hij is bijtijds.
1603212	Posso mangiare?	1564746	Kan ik eten?
2422693	La casa è piccola.	9164237	Het huis is klein.
5570610	So che questo non è facile.	9819040	Ik weet dat het niet makkelijk is.
5981611	Tom è un ex campione.	7052968	Tom is een voormalig kampioen.
3831502	La vostra calligrafia è illeggibile.	3834081	Uw handschrift is onleesbaar.
3834832	Tom è molto arrogante, vero?	9283388	Tom is erg arrogant, hè?
2609623	Tom non può lavorare stasera.	5514763	Tom kan vanavond niet werken.
3966760	Qual è il destino finale dell'uomo?	11779528	Wat is des mensen ultieme lot?
2703683	Parli in italiano?	384954	Spreekt u Italiaans?
3557856	Questa donna non viene dalla Siria.	3559577	Deze vrouw komt niet uit Syrië.
2187627	Il nostro tempo è limitato.	2332610	Onze tijd is gelimiteerd.
1520796	Il pappagallo è morto.	1125413	De papegaai is dood.
5967825	Il mio tedesco è terribile.	6070478	Mijn Duits is verschrikkelijk.
4892562	Molti rifugiati sono arrivati con aspettative altissime.	4894545	Veel vluchtelingen zijn met heel hoge verwachtingen aangekomen.
2620460	Tom sta guardando del golf.	4462651	Tom kijkt naar het golfspel.
4857717	Il fiore è giallo e gli altri sono blu.	7770142	De bloem is geel en de andere zijn blauw.
614254	Oltre a essere un poeta è anche uno studioso.	3039553	Naast dichter is hij ook academicus.
2582288	Tom era pericoloso.	7699008	Tom was gevaarlijk.
6109173	Quando lo potremmo fare?	7786727	Wanneer zouden we dat kunnen doen?
2388716	Grazie, dottore.	554363	Dank u wel, dokter.
4462565	In autunno si vendemmia.	4462570	In de herfst wordt de wijn geoogst.
874116	Preferirei morire piuttosto che cedere.	788807	Ik ga liever dood dan toe te geven.
6697178	Perché non l'hai baciata?	8229414	Waarom kuste je haar niet?
353217	Starò qua per tre mesi.	4528488	Ik blijf hier drie maanden.
6727131	Le ho detto che sarei subito tornato.	11135892	Ik zei haar dat ik weldra zou weerkeren.
699599	Sono più grande di qualsiasi altro studente nella mia classe.	3255352	Ik ben groter dan iedere andere medeleerling.
3534749	Tom ha bisogno di una ricetta.	3534799	Tom heeft een voorschrift nodig.
9072793	Leggo regolarmente il Corano.	9078346	Ik lees geregeld de Koran.
971599	Ha dei preservativi?	3743511	Heb je condooms?
3786039	Anche un orologio fermo segna l'ora giusta due volte al giorno.	11689602	Zelfs een kapotte klok geeft tweemaal per dag de juiste tijd aan.
3241463	Il greco non è una lingua facile.	462243	Grieks is geen gemakkelijke taal.
4125618	Angela non è un angelo.	9393860	Angela is geen engel.
11722827	Nessuno mangia carne qui.	12743422	Niemand hier eet vlees.
7095675	Ci sono molte chiese a Roma.	7106714	Er zijn veel kerken in Rome.
3108714	Questa regione è stata cancellata dalla carta geografica dopo un uragano.	5025571	Deze regio is van de kaart geveegd na een orkaan.
6689300	Avrei potuto aiutare.	8373427	Ik had kunnen helpen.
1441008	Dio sa dov'è andato.	10873139	God weet waar hij naartoe is.
9076597	Sami ha letto la Bibbia.	9076656	Sami las de Bijbel.
925216	Alzarsi presto è buono per la salute.	649984	Vroeg opstaan is goed voor de gezondheid.
1872603	C'è fresco oggi.	722743	Het is frisjes vandaag.
4093924	Noi stiamo per riuscire?	6084212	Zullen we erin slagen?
11545424	Sono giocatori di baseball.	12090331	Het zijn honkbalspelers.
12750513	L'Islanda è un'isola.	6977665	IJsland is een eiland.
4363403	La Spagna è la terra dei castelli.	4366854	Spanje is het land van de kastelen.
380629	Un pasto senza vino è come una giornata senza sole.	4602097	Een maaltijd zonder wijn is als een dag zonder zonneschijn.
3757579	Tom non avrà successo.	8604948	Tom zal niet succesvol zijn.
2723823	Ave Maria.	9051848	Ave Maria.
620653	Uno è rosso e l'altro è bianco.	1473587	De ene is rood en de andere is wit.
3387982	Il carbonato di ammonio è un composto organico.	9685495	Ammoniumcarbonaat is een organische verbinding.
7749234	Gli inverni tedeschi sono freddi.	7432084	Duitse winters zijn koud.
5842533	C'era la luna piena ieri.	916252	Gisteren was het volle maan.
1757700	Ha vinto una medaglia d'oro.	5186309	Hij heeft een gouden medaille gewonnen.
2710538	Il negozio apre alle 9.	9764539	De winkel gaat open om 9 uur.
378904	È una questione morale.	9175325	Het is een morele vraag.
2963162	L'acqua non è potabile.	830698	Het water is niet drinkbaar.
740397	Troverai il negozio tra una banca e una scuola.	8500543	Je vindt de winkel tussen een bank en een school.
818123	Nessuno vuole tradurre le sue frasi perché sono stupide.	791832	Niemand wil zijn zinnen vertalen, omdat ze dom zijn.
423807	Allen è un poeta.	602053	Allen is een dichter.
5492080	Dov'è il mio ufficio?	5184444	Waar is mijn kantoor?
1438550	Mangia la tua zuppa prima che diventi fredda.	1402109	Eet je soep voor hij koud wordt.
662866	Per piacere, non fare così tanto rumore.	743396	Maak alstublieft niet zoveel lawaai.
3157867	La mia lingua madre è il portoghese.	4535005	Mijn moedertaal is Portugees.
2022773	Papà è impaziente oggi.	445012	Papa is ongeduldig vandaag.
395762	Le scarpe sono fatte di cuoio.	791790	De schoenen zijn van leer.
1599153	Di nuovo?	9703337	Weeral?
383019	Non sapevo da dove venisse.	378374	Ik wist niet waar het vandaan kwam.
11864568	Ha risposto alla domanda.	11864587	Hij beantwoordde de vraag.
3943937	Le vecchie regole non valgono.	7694808	De oude regels zijn niet van toepassing.
435554	Il nostro ristorante è il migliore.	814135	Ons restaurant is het beste.
2985964	L'amore e la tosse non possono essere nascosti.	755028	Liefde en hoest kan men niet verbergen.
4586871	In guardia!	7680604	En garde!
7805722	Lei è vegetariana.	8759636	Ze is vegetariër.
5095731	Dio, dammi la pazienza!	3643313	God, geef me geduld!
1598849	Sono le dieci e venti.	8443160	Het is twintig over tien.
1078279	Cosa ne pensa, dottore?	741238	Wat denkt ge, dokter?
1689845	Sono allergica al glutine.	7644009	Ik ben allergisch voor gluten.
723351	Sto cercando un assistente.	6606674	Ik zoek een assistent.
631593	Abbiamo insistito sulla sua importanza.	12572833	We stonden op zijn belangrijkheid.
4316376	Le mie orecchie sono rosse?	7770027	Zijn mijn oren rood?
5061881	È chiaramente inevitabile.	8556713	Dat is duidelijk niet te vermijden.
4565708	Chi è morto?	6025002	Wie is overleden?
3837399	Tom è positivo.	9463664	Tom is positief.
1445748	Spesso mi sento depresso.	6059995	Ik voel me vaak lusteloos.
4347909	Tom lavora troppo.	7814574	Tom werkt te veel.
2704270	Sono stanco come te.	2704272	Ik ben net zo moe als jij.
2394566	Puoi continuare?	2969110	Kun je voortzetten?
2453140	Maria conosce a memoria i testi classici cinesi.	8191513	Maria kent de klassieke Chinese teksten uit het hoofd.
7846269	Tom è molto più vecchio di sua moglie.	7847592	Tom is veel ouder dan zijn vrouw.
2676018	Perché non prendeva l'autobus?	2676021	Waarom heb je de bus niet genomen?
1428986	Siamo impazienti!	8837384	We zijn ongeduldig.
4504889	Ci eravamo conosciute quattro anni fa.	4504908	Wij hadden vier jaar geleden elkaar ontmoet.
602471	Apri il tuo cuore.	1017048	Open je hart.
3247715	Il dentista ha detto che ho la pulpite.	9033959	De tandarts zei dat ik pulpitis had.
4730028	Il mango è il frutto nazionale di vari paesi.	8443724	De mango is de nationale vrucht van meerdere landen.
7430173	I vegani non mangiano alcun prodotto animale.	7611416	Veganisten eten geen dierlijke producten.
380191	Confronta le tue risposte con quelle del professore.	3127600	Vergelijk jouw antwoorden met die van de professor.
6104636	Ho pagato.	7981003	Ik heb betaald.
1871452	Le finestre sono aperte.	7898284	De ramen zijn open.
2256307	È incredibile!	2352889	Het is ongelooflijk!
4740868	Il bingo è qualcosa a cui giocano le nonne.	4299253	Bingo is iets voor oma's.
9211384	Tom stava indossando un costume.	9211653	Tom droeg een kostuum.
1244681	Yerevan è la capitale dell'Armenia.	7463140	Jerevan is de hoofdstad van Armenië.
4670478	Tom ha dei figli?	4670830	Heeft Tom kinderen?
763134	Non è morto invano.	383993	Hij is niet voor niets omgekomen.
8991981	Vogliamo vedere i risultati.	9082912	We willen de uitslagen zien.
3883831	"La Norvegia si chiama ""Norge"" in norvegese."	7462479	"Noorwegen wordt ""Norge"" genoemd in het Noors."
3163809	Tom ha tre alberi di mele nel suo giardino.	9685507	Tom heeft drie appelbomen in zijn tuin.
846139	Sto cercando un impiego.	846019	Ik zoek een baan.
1767255	Grazie per la sua attenzione.	10051706	Bedankt voor uw aandacht.
4538446	La mucca muggisce.	7487926	De koe loeit.
379773	Ero abituato al caldo.	1559540	Ik was gewend aan de hitte.
4481564	Stavo aspettando che succedesse qualcosa.	4481566	Ik was aan het wachten tot er iets zou gebeuren.
8785258	Ciao, Hanako.	4328691	Hallo, Hanako.
2731736	Lei viene dal nord.	2731739	Zij komt uit het noorden.
3148899	Il suo libro è rosso.	7770024	Haar boek is rood.
2608435	Tom comprò un regalo per Mary.	3988710	Tom kocht een cadeautje voor Mary.
387186	In ogni caso, è sempre colpa mia.	4478073	In alle geval ben ik altijd schuldig.
2704002	Mi chiamo Francesco.	8934316	Ik heet Francesco.
5390754	I prezzi variano in base alla posizione.	5383389	De prijzen variëren al naargelang de plaats.
5282077	Perché incolpare Tom?	9259162	Waarom Tom de schuld geven?
5668422	Non ti sei fatta male?	6982148	Heb je je geen pijn gedaan?
701135	Quello che ha detto non è vero.	701139	Wat hij zei, is niet waar.
3067437	Cosa intendi esattamente?	3068519	Wat bedoel je precies?
5384870	Tom ha scritto due libri.	7807066	Tom heeft twee boeken geschreven.
3256496	Non c'è carta igienica.	388406	Er is geen toiletpapier.
5906319	Mi presi cura del suo gatto.	11048044	Ik zorgde voor haar kat.
5967822	Il mio italiano è terribile.	7906617	Mijn Italiaans is vreselijk.
3117963	Il trattato di Amsterdam è un fallimento totale.	3126796	Het Verdrag van Amsterdam is een totale mislukking.
2697972	Dov'è il ristorante?	7694850	Waar is het restaurant?
11562723	La somma di due più dieci fa dodici.	11562728	De som van twee en tien is twaalf.
3000439	Le Isole Vergini britanniche sono un paradiso fiscale.	8981431	De Britse Maagdeneilanden zijn een belastingparadijs.
4471541	Lei starebbe meglio senza te.	4471544	Zij zou beter zonder jou wezen.
7372615	Dirò a Tom che sei pronta.	4869289	Ik zal Tom zeggen dat je klaar bent.
